years_above_1p5C,years_above_2C,peak_temp,welfare_loss_damage,policy,success_1p5C_zero_exceedance,success_2C_zero_exceedance
264.0,240.0,3.712724886549969,75146.80968587824,medium_abatement,False,False
274.0,257.0,6.6129068001823255,8282726.823087279,medium_abatement,False,False
257.0,232.0,3.924194555202524,1804.261064981172,medium_abatement,False,False
269.0,234.0,3.005662395188068,1615.077308987735,medium_abatement,False,False
261.0,0.0,1.6283010573361731,29.676312312058485,medium_abatement,False,True
268.0,252.0,5.454857664441095,710.3572143909927,medium_abatement,False,False
264.0,244.0,3.9670979142704286,58945.134573698844,medium_abatement,False,False
271.0,259.0,8.623473724914788,657830.7051106858,medium_abatement,False,False
259.0,0.0,1.9236753776952638,13887900.037469113,medium_abatement,False,True
267.0,252.0,6.237875413424632,874.3679662290177,medium_abatement,False,False
271.0,253.0,3.2781670715116205,412.58674898566255,medium_abatement,False,False
260.0,238.0,3.4482855736932763,29512.49664276838,medium_abatement,False,False
276.0,256.0,2.8837862046723415,1030.4800199610804,medium_abatement,False,False
271.0,253.0,4.5977846490284096,165.52645057585494,medium_abatement,False,False
266.0,246.0,4.434560217076131,906.1757639068508,medium_abatement,False,False
272.0,259.0,6.130578661891676,664.0712757605805,medium_abatement,False,False
264.0,250.0,6.708779828018757,880645094.5470412,medium_abatement,False,False
270.0,228.0,2.566867161793808,167454.60016624143,medium_abatement,False,False
279.0,264.0,4.990242455984401,224.88421586792975,medium_abatement,False,False
266.0,248.0,5.267966080881524,232.16828489721127,medium_abatement,False,False
260.0,242.0,4.542735398819791,13608.578370147525,medium_abatement,False,False
266.0,242.0,3.3454291251824513,1186.2781169574957,medium_abatement,False,False
263.0,239.0,3.5814045695484746,168.3334629780124,medium_abatement,False,False
252.0,210.0,3.877223242305563,591.4947373073326,medium_abatement,False,False
264.0,248.0,4.132391827792653,118.16792936845069,medium_abatement,False,False
269.0,198.0,2.2305397970535252,1042.971589825122,medium_abatement,False,False
272.0,243.0,3.706200535659122,17100.656909065176,medium_abatement,False,False
252.0,0.0,1.8296066844914838,138214974.0530715,medium_abatement,False,True
269.0,249.0,4.330424080758452,40384.01126268793,medium_abatement,False,False
271.0,258.0,6.903104032985549,8392.868536592818,medium_abatement,False,False
258.0,236.0,5.186151542211977,865.821020012291,medium_abatement,False,False
264.0,242.0,4.270055973953759,234.7714275232668,medium_abatement,False,False
272.0,254.0,3.559393419587261,376.13433980724716,medium_abatement,False,False
275.0,257.0,5.277158959706845,36311326.926865704,medium_abatement,False,False
